s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s
Time,"Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile","Profile"
 1.7782857E-002, 3.5611590E+001, 3.5803980E+001, 3.5971321E+001, 3.6064417E+001, 3.6037301E+001, 3.5864614E+001, 3.5554858E+001, 3.5151190E+001, 3.4720794E+001, 3.4337838E+001, 3.4062520E+001, 3.3925142E+001, 3.3923447E+001, 3.4030572E+001, 3.4205865E+001, 3.4405222E+001
 1.7894000E-002, 3.5685999E+001, 3.5895026E+001, 3.6070194E+001, 3.6156719E+001, 3.6106584E+001, 3.5897408E+001, 3.5545605E+001, 3.5103689E+001, 3.4645207E+001, 3.4246571E+001, 3.3967435E+001, 3.3836029E+001, 3.3847199E+001, 3.3970835E+001, 3.4163145E+001, 3.4377506E+001
 1.8005143E-002, 3.5744404E+001, 3.5964020E+001, 3.6140300E+001, 3.6214740E+001, 3.6139417E+001, 3.5896404E+001, 3.5510552E+001, 3.5043013E+001, 3.4571676E+001, 3.4172314E+001, 3.3901227E+001, 3.3782833E+001, 3.3808762E+001, 3.3946413E+001, 3.4150173E+001, 3.4372503E+001
 1.8116286E-002, 3.5777101E+001, 3.5998732E+001, 3.6168175E+001, 3.6226212E+001, 3.6127336E+001, 3.5858744E+001, 3.5452839E+001, 3.4977206E+001, 3.4511197E+001, 3.4127100E+001, 3.3875553E+001, 3.3775924E+001, 3.3816681E+001, 3.3963778E+001, 3.4171398E+001, 3.4392962E+001
 1.8227428E-002, 3.5774317E+001, 3.5987244E+001, 3.6141689E+001, 3.6181601E+001, 3.6065802E+001, 3.5786019E+001, 3.5379782E+001, 3.4917485E+001, 3.4476393E+001, 3.4122777E+001, 3.3900190E+001, 3.3822572E+001, 3.3875799E+001, 3.4025698E+001, 3.4228028E+001, 3.4439116E+001
 1.8338571E-002, 3.5728190E+001, 3.5920641E+001, 3.6053186E+001, 3.6077031E+001, 3.5956140E+001, 3.5684737E+001, 3.5301756E+001, 3.4875887E+001, 3.4478574E+001, 3.4168111E+001, 3.3980561E+001, 3.3924991E+001, 3.3985822E+001, 3.4130267E+001, 3.4317451E+001, 3.4508399E+001
 1.8449714E-002, 3.5635161E+001, 3.5796055E+001, 3.5902602E+001, 3.5916593E+001, 3.5806429E+001, 3.5565604E+001, 3.5230046E+001, 3.4862169E+001, 3.4524367E+001, 3.4265783E+001, 3.4115455E+001, 3.4078876E+001, 3.4140542E+001, 3.4270642E+001, 3.4433289E+001, 3.4595628E+001
 1.8560857E-002, 3.5498197E+001, 3.5619166E+001, 3.5699404E+001, 3.5712960E+001, 3.5630622E+001, 3.5441457E+001, 3.5174111E+001, 3.4880907E+001, 3.4613096E+001, 3.4410409E+001, 3.4295878E+001, 3.4273036E+001, 3.4328082E+001, 3.4435639E+001, 3.4566108E+001, 3.4693635E+001
 1.8672000E-002, 3.5328078E+001, 3.5405164E+001, 3.5462406E+001, 3.5485778E+001, 3.5445887E+001, 3.5324295E+001, 3.5138991E+001, 3.4929726E+001, 3.4735919E+001, 3.4588474E+001, 3.4505647E+001, 3.4490485E+001, 3.4532256E+001, 3.4611141E+001, 3.4704649E+001, 3.4794214E+001
 1.8783143E-002, 3.5143008E+001, 3.5177433E+001, 3.5217199E+001, 3.5258223E+001, 3.5269104E+001, 3.5222476E+001, 3.5123819E+001, 3.4999314E+001, 3.4877078E+001, 3.4780341E+001, 3.4723729E+001, 3.4710819E+001, 3.4734789E+001, 3.4781995E+001, 3.4837316E+001, 3.4889168E+001
 1.8894286E-002, 3.4966117E+001, 3.4963887E+001, 3.4991805E+001, 3.5052967E+001, 3.5113949E+001, 3.5139342E+001, 3.5122147E+001, 3.5075314E+001, 3.5016881E+001, 3.4963710E+001, 3.4927656E+001, 3.4913276E+001, 3.4917867E+001, 3.4933995E+001, 3.4953598E+001, 3.4971268E+001
 1.9005428E-002, 3.4821101E+001, 3.4791698E+001, 3.4811751E+001, 3.4888874E+001, 3.4989661E+001, 3.5073922E+001, 3.5124174E+001, 3.5141599E+001, 3.5135532E+001, 3.5117508E+001, 3.5097086E+001, 3.5079717E+001, 3.5066461E+001, 3.5055577E+001, 3.5045214E+001, 3.5034983E+001
 1.9116571E-002, 3.4726987E+001, 3.4681724E+001, 3.4695769E+001, 3.4779046E+001, 3.4901578E+001, 3.5023355E+001, 3.5120235E+001, 3.5184096E+001, 3.5216865E+001, 3.5225308E+001, 3.5216721E+001, 3.5196964E+001, 3.5170069E+001, 3.5139008E+001, 3.5106885E+001, 3.5076944E+001
 1.9227714E-002, 3.4693571E+001, 3.4644058E+001, 3.4652741E+001, 3.4729914E+001, 3.4852374E+001, 3.4985750E+001, 3.5104363E+001, 3.5194251E+001, 3.5251328E+001, 3.5277771E+001, 3.5278258E+001, 3.5258279E+001, 3.5223758E+001, 3.5181067E+001, 3.5136729E+001, 3.5096173E+001
 1.9338857E-002, 3.4718982E+001, 3.4675807E+001, 3.4680115E+001, 3.4740586E+001, 3.4842611E+001, 3.4961878E+001, 3.5076619E+001, 3.5171337E+001, 3.5237874E+001, 3.5274048E+001, 3.5281378E+001, 3.5264038E+001, 3.5228588E+001, 3.5183273E+001, 3.5136374E+001, 3.5094114E+001
 1.9450000E-002, 3.4790211E+001, 3.4761681E+001, 3.4763996E+001, 3.4802230E+001, 3.4869858E+001, 3.4954644E+001, 3.5043151E+001, 3.5122904E+001, 3.5184444E+001, 3.5222091E+001, 3.5233867E+001, 3.5221707E+001, 3.5191489E+001, 3.5151711E+001, 3.5110778E+001, 3.5074496E+001
 1.9561143E-002, 3.4886478E+001, 3.4877411E+001, 3.4881313E+001, 3.4898187E+001, 3.4926985E+001, 3.4966507E+001, 3.5013708E+001, 3.5062898E+001, 3.5106669E+001, 3.5137663E+001, 3.5150760E+001, 3.5145060E+001, 3.5124545E+001, 3.5096417E+001, 3.5067745E+001, 3.5042981E+001
 1.9672286E-002, 3.4984385E+001, 3.4995281E+001, 3.5004240E+001, 3.5005946E+001, 3.5001267E+001, 3.4996318E+001, 3.4997480E+001, 3.5007653E+001, 3.5024541E+001, 3.5041721E+001, 3.5052237E+001, 3.5052419E+001, 3.5043526E+001, 3.5030192E+001, 3.5017032E+001, 3.5006533E+001
 1.9783428E-002, 3.5063299E+001, 3.5090342E+001, 3.5106168E+001, 3.5101423E+001, 3.5075782E+001, 3.5037616E+001, 3.4999085E+001, 3.4970889E+001, 3.4957540E+001, 3.4956184E+001, 3.4960110E+001, 3.4963785E+001, 3.4965567E+001, 3.4966793E+001, 3.4968999E+001, 3.4972483E+001
 1.9894571E-002, 3.5109549E+001, 3.5145651E+001, 3.5167623E+001, 3.5164550E+001, 3.5133247E+001, 3.5079621E+001, 3.5016617E+001, 3.4959615E+001, 3.4919582E+001, 3.4898921E+001, 3.4893373E+001, 3.4897102E+001, 3.4906167E+001, 3.4918619E+001, 3.4932917E+001, 3.4947337E+001
 2.0005714E-002, 3.5118566E+001, 3.5155235E+001, 3.5180321E+001, 3.5184186E+001, 3.5160790E+001, 3.5110565E+001, 3.5042574E+001, 3.4972546E+001, 3.4915606E+001, 3.4879499E+001, 3.4863929E+001, 3.4864459E+001, 3.4876066E+001, 3.4894301E+001, 3.4915197E+001, 3.4935543E+001
 2.0116857E-002, 3.5094802E+001, 3.5124292E+001, 3.5148239E+001, 3.5160551E+001, 3.5153599E+001, 3.5121640E+001, 3.5066937E+001, 3.5001454E+001, 3.4941028E+001, 3.4897213E+001, 3.4873949E+001, 3.4869400E+001, 3.4878898E+001, 3.4896849E+001, 3.4918020E+001, 3.4938532E+001
 2.0228000E-002, 3.5049720E+001, 3.5066858E+001, 3.5085596E+001, 3.5104442E+001, 3.5115988E+001, 3.5109785E+001, 3.5080795E+001, 3.5034530E+001, 3.4984042E+001, 3.4942097E+001, 3.4915831E+001, 3.4906328E+001, 3.4910450E+001, 3.4922988E+001, 3.4938836E+001, 3.4954369E+001
 2.0339143E-002, 3.4998425E+001, 3.5001674E+001, 3.5012522E+001, 3.5033728E+001, 3.5059769E+001, 3.5078390E+001, 3.5079091E+001, 3.5060293E+001, 3.5029688E+001, 3.4998390E+001, 3.4974802E+001, 3.4962318E+001, 3.4959918E+001, 3.4964056E+001, 3.4971007E+001, 3.4978213E+001
 2.0450286E-002, 3.4955676E+001, 3.4947195E+001, 3.4949571E+001, 3.4968293E+001, 3.5000708E+001, 3.5036070E+001, 3.5061843E+001, 3.5070799E+001, 3.5064226E+001, 3.5049226E+001, 3.5033270E+001, 3.5020821E+001, 3.5012895E+001, 3.5008317E+001, 3.5005539E+001, 3.5003558E+001
 2.0561428E-002, 3.4932160E+001, 3.4916912E+001, 3.4912425E+001, 3.4924778E+001, 3.4954220E+001, 3.4994148E+001, 3.5033874E+001, 3.5063517E+001, 3.5078662E+001, 3.5081134E+001, 3.5075597E+001, 3.5066160E+001, 3.5055260E+001, 3.5044102E+001, 3.5033459E+001, 3.5023943E+001
 2.0672571E-002, 3.4931980E+001, 3.4916126E+001, 3.4908060E+001, 3.4912375E+001, 3.4931318E+001, 3.4963552E+001, 3.5003295E+001, 3.5041645E+001, 3.5070740E+001, 3.5087268E+001, 3.5092029E+001, 3.5087583E+001, 3.5076880E+001, 3.5062882E+001, 3.5048193E+001, 3.5034654E+001
 2.0783714E-002, 3.4952066E+001, 3.4941110E+001, 3.4933398E+001, 3.4930680E+001, 3.4935726E+001, 3.4951739E+001, 3.4979071E+001, 3.5012883E+001, 3.5045053E+001, 3.5068727E+001, 3.5080875E+001, 3.5081826E+001, 3.5074120E+001, 3.5061434E+001, 3.5047249E+001, 3.5033944E+001
 2.0894857E-002, 3.4983692E+001, 3.4980909E+001, 3.4976892E+001, 3.4970297E+001, 3.4962960E+001, 3.4960422E+001, 3.4968154E+001, 3.4986863E+001, 3.5011292E+001, 3.5033717E+001, 3.5048444E+001, 3.5053574E+001, 3.5050503E+001, 3.5042476E+001, 3.5032726E+001, 3.5023386E+001
 2.1006000E-002, 3.5015589E+001, 3.5021237E+001, 3.5022618E+001, 3.5016156E+001, 3.5001877E+001, 3.4984911E+001, 3.4973043E+001, 3.4971874E+001, 3.4980989E+001, 3.4994733E+001, 3.5006781E+001, 3.5013681E+001, 3.5015328E+001, 3.5013589E+001, 3.5010482E+001, 3.5007267E+001
 2.1117143E-002, 3.5037650E+001, 3.5049177E+001, 3.5055582E+001, 3.5052599E+001, 3.5038443E+001, 3.5015604E+001, 3.4990770E+001, 3.4971950E+001, 3.4963663E+001, 3.4964492E+001, 3.4969762E+001, 3.4975637E+001, 3.4980617E+001, 3.4984711E+001, 3.4988204E+001, 3.4991180E+001
 2.1228285E-002, 3.5044004E+001, 3.5057172E+001, 3.5066463E+001, 3.5068526E+001, 3.5060496E+001, 3.5041317E+001, 3.5013923E+001, 3.4985492E+001, 3.4963670E+001, 3.4951840E+001, 3.4948678E+001, 3.4951275E+001, 3.4957277E+001, 3.4964961E+001, 3.4972946E+001, 3.4980244E+001
 2.1339428E-002, 3.5034551E+001, 3.5045029E+001, 3.5054225E+001, 3.5060763E+001, 3.5061775E+001, 3.5053240E+001, 3.5033433E+001, 3.5006053E+001, 3.4978950E+001, 3.4959011E+001, 3.4948721E+001, 3.4947078E+001, 3.4951688E+001, 3.4959790E+001, 3.4968943E+001, 3.4977516E+001
 2.1450571E-002, 3.5014505E+001, 3.5019365E+001, 3.5025775E+001, 3.5034528E+001, 3.5043692E+001, 3.5047970E+001, 3.5042013E+001, 3.5024996E+001, 3.5002154E+001, 3.4981259E+001, 3.4967592E+001, 3.4962333E+001, 3.4963872E+001, 3.4969421E+001, 3.4976400E+001, 3.4983127E+001
 2.1561714E-002, 3.4992173E+001, 3.4990772E+001, 3.4992921E+001, 3.5000945E+001, 3.5014320E+001, 3.5028484E+001, 3.5036841E+001, 3.5034899E+001, 3.5023678E+001, 3.5008956E+001, 3.4996723E+001, 3.4989796E+001, 3.4987868E+001, 3.4989107E+001, 3.4991683E+001, 3.4994407E+001
 2.1672857E-002, 3.4975787E+001, 3.4969760E+001, 3.4967808E+001, 3.4972659E+001, 3.4985081E+001, 3.5002760E+001, 3.5020495E+001, 3.5032372E+001, 3.5035381E+001, 3.5031352E+001, 3.5024664E+001, 3.5018592E+001, 3.5014156E+001, 3.5011063E+001, 3.5008788E+001, 3.5006962E+001
 2.1784000E-002, 3.4970549E+001, 3.4962987E+001, 3.4958532E+001, 3.4959190E+001, 3.4966423E+001, 3.4980622E+001, 3.4999794E+001, 3.5019197E+001, 3.5033584E+001, 3.5040579E+001, 3.5041343E+001, 3.5038270E+001, 3.5033199E+001, 3.5027352E+001, 3.5021557E+001, 3.5016291E+001
 2.1895143E-002, 3.4977003E+001, 3.4971169E+001, 3.4966541E+001, 3.4963710E+001, 3.4964043E+001, 3.4969957E+001, 3.4982980E+001, 3.5001384E+001, 3.5020226E+001, 3.5034409E+001, 3.5041657E+001, 3.5042513E+001, 3.5038811E+001, 3.5032674E+001, 3.5025837E+001, 3.5019367E+001
 2.2006285E-002, 3.4991279E+001, 3.4989381E+001, 3.4986704E+001, 3.4982383E+001, 3.4977048E+001, 3.4973737E+001, 3.4976327E+001, 3.4986487E+001, 3.5001731E+001, 3.5016746E+001, 3.5027056E+001, 3.5031190E+001, 3.5030170E+001, 3.5026088E+001, 3.5020844E+001, 3.5015646E+001
 2.2117428E-002, 3.5006985E+001, 3.5009458E+001, 3.5009857E+001, 3.5006393E+001, 3.4998725E+001, 3.4989050E+001, 3.4981595E+001, 3.4980319E+001, 3.4986061E+001, 3.4995671E+001, 3.5004581E+001, 3.5010028E+001, 3.5011809E+001, 3.5011124E+001, 3.5009276E+001, 3.5007142E+001
 2.2228571E-002, 3.5017883E+001, 3.5023414E+001, 3.5026663E+001, 3.5025748E+001, 3.5019568E+001, 3.5008585E+001, 3.4995476E+001, 3.4984536E+001, 3.4979261E+001, 3.4979884E+001, 3.4983757E+001, 3.4988094E+001, 3.4991630E+001, 3.4994237E+001, 3.4996141E+001, 3.4997554E+001
 2.2339714E-002, 3.5020252E+001, 3.5026464E+001, 3.5031202E+001, 3.5033250E+001, 3.5031260E+001, 3.5023906E+001, 3.5011306E+001, 3.4996218E+001, 3.4983071E+001, 3.4975116E+001, 3.4972645E+001, 3.4974072E+001, 3.4977695E+001, 3.4982209E+001, 3.4986734E+001, 3.4990759E+001
 2.2450857E-002, 3.5014077E+001, 3.5018561E+001, 3.5022944E+001, 3.5027074E+001, 3.5029905E+001, 3.5029019E+001, 3.5022152E+001, 3.5009532E+001, 3.4994612E+001, 3.4982045E+001, 3.4974716E+001, 3.4972838E+001, 3.4975034E+001, 3.4979453E+001, 3.4984529E+001, 3.4989270E+001
 2.2562000E-002, 3.5002724E+001, 3.5004000E+001, 3.5006495E+001, 3.5011045E+001, 3.5017250E+001, 3.5022665E+001, 3.5023797E+001, 3.5018539E+001, 3.5008099E+001, 3.4996505E+001, 3.4987797E+001, 3.4983723E+001, 3.4983767E+001, 3.4986330E+001, 3.4989844E+001, 3.4993269E+001
 2.2673143E-002, 3.4991333E+001, 3.4989374E+001, 3.4989370E+001, 3.4992665E+001, 3.4999538E+001, 3.5008468E+001, 3.5016298E+001, 3.5019743E+001, 3.5017582E+001, 3.5011672E+001, 3.5005400E+001, 3.5001133E+001, 3.4999306E+001, 3.4999190E+001, 3.4999856E+001, 3.5000650E+001
 2.2784285E-002, 3.4984619E+001, 3.4980752E+001, 3.4978744E+001, 3.4979798E+001, 3.4984608E+001, 3.4993056E+001, 3.5003599E+001, 3.5013325E+001, 3.5019429E+001, 3.5021105E+001, 3.5019730E+001, 3.5017186E+001, 3.5014531E+001, 3.5012108E+001, 3.5009949E+001, 3.5008025E+001
 2.2895428E-002, 3.4984960E+001, 3.4981210E+001, 3.4978506E+001, 3.4977379E+001, 3.4978523E+001, 3.4983060E+001, 3.4991553E+001, 3.5002716E+001, 3.5013588E+001, 3.5021359E+001, 3.5025018E+001, 3.5025174E+001, 3.5022970E+001, 3.5019553E+001, 3.5015805E+001, 3.5012254E+001
 2.3006571E-002, 3.4991549E+001, 3.4989714E+001, 3.4987808E+001, 3.4985492E+001, 3.4983096E+001, 3.4982302E+001, 3.4985300E+001, 3.4992880E+001, 3.5003288E+001, 3.5013170E+001, 3.5019796E+001, 3.5022350E+001, 3.5021555E+001, 3.5018779E+001, 3.5015268E+001, 3.5011804E+001
 2.3117714E-002, 3.5000922E+001, 3.5001805E+001, 3.5001700E+001, 3.4999615E+001, 3.4995366E+001, 3.4990317E+001, 3.4987106E+001, 3.4988077E+001, 3.4993427E+001, 3.5000843E+001, 3.5007247E+001, 3.5010880E+001, 3.5011767E+001, 3.5010864E+001, 3.5009170E+001, 3.5007318E+001
 2.3228857E-002, 3.5008635E+001, 3.5011744E+001, 3.5013540E+001, 3.5012883E+001, 3.5009176E+001, 3.5002806E+001, 3.4995541E+001, 3.4990070E+001, 3.4988361E+001, 3.4990181E+001, 3.4993543E+001, 3.4996600E+001, 3.4998708E+001, 3.4999998E+001, 3.5000758E+001, 3.5001188E+001
 2.3340000E-002, 3.5011294E+001, 3.5015163E+001, 3.5018089E+001, 3.5019317E+001, 3.5018127E+001, 3.5013772E+001, 3.5006315E+001, 3.4997484E+001, 3.4990034E+001, 3.4985861E+001, 3.4984949E+001, 3.4986195E+001, 3.4988583E+001, 3.4991380E+001, 3.4994069E+001, 3.4996354E+001
 2.3451143E-002, 3.5008056E+001, 3.5010994E+001, 3.5013834E+001, 3.5016517E+001, 3.5018509E+001, 3.5018318E+001, 3.5014346E+001, 3.5006576E+001, 3.4997234E+001, 3.4989416E+001, 3.4985018E+001, 3.4984130E+001, 3.4985797E+001, 3.4988778E+001, 3.4992029E+001, 3.4994935E+001
 2.3562285E-002, 3.5000879E+001, 3.5001790E+001, 3.5003495E+001, 3.5006570E+001, 3.5010854E+001, 3.5014835E+001, 3.5016110E+001, 3.5013031E+001, 3.5006287E+001, 3.4998692E+001, 3.4993116E+001, 3.4990733E+001, 3.4991053E+001, 3.4992894E+001, 3.4995192E+001, 3.4997316E+001
 2.3673428E-002, 3.4993449E+001, 3.4992324E+001, 3.4992496E+001, 3.4994805E+001, 3.4999448E+001, 3.5005576E+001, 3.5011206E+001, 3.5013984E+001, 3.5012841E+001, 3.5009002E+001, 3.5004929E+001, 3.5002295E+001, 3.5001272E+001, 3.5001270E+001, 3.5001674E+001, 3.5002102E+001
 2.3784571E-002, 3.4989319E+001, 3.4987162E+001, 3.4986199E+001, 3.4987054E+001, 3.4990090E+001, 3.4995432E+001, 3.5002451E+001, 3.5009340E+001, 3.5013948E+001, 3.5015423E+001, 3.5014664E+001, 3.5013042E+001, 3.5011299E+001, 3.5009668E+001, 3.5008205E+001, 3.5006898E+001
 2.3895714E-002, 3.4990179E+001, 3.4988447E+001, 3.4987299E+001, 3.4986807E+001, 3.4987243E+001, 3.4989491E+001, 3.4994457E+001, 3.5001786E+001, 3.5009470E+001, 3.5015169E+001, 3.5017868E+001, 3.5017987E+001, 3.5016463E+001, 3.5014186E+001, 3.5011763E+001, 3.5009489E+001
 2.4006857E-002, 3.4995141E+001, 3.4995003E+001, 3.4994678E+001, 3.4993666E+001, 3.4991954E+001, 3.4990585E+001, 3.4991351E+001, 3.4995443E+001, 3.5002111E+001, 3.5008897E+001, 3.5013509E+001, 3.5015242E+001, 3.5014740E+001, 3.5013041E+001, 3.5010942E+001, 3.5008853E+001
 2.4118000E-002, 3.5001362E+001, 3.5003158E+001, 3.5004250E+001, 3.5003827E+001, 3.5001553E+001, 3.4997987E+001, 3.4994727E+001, 3.4993766E+001, 3.4996002E+001, 3.5000273E+001, 3.5004328E+001, 3.5006740E+001, 3.5007501E+001, 3.5007232E+001, 3.5006477E+001, 3.5005541E+001
 2.4229143E-002, 3.5005617E+001, 3.5008791E+001, 3.5011248E+001, 3.5012247E+001, 3.5011241E+001, 3.5007961E+001, 3.5002914E+001, 3.4997756E+001, 3.4994513E+001, 3.4993995E+001, 3.4995290E+001, 3.4997053E+001, 3.4998617E+001, 3.4999840E+001, 3.5000723E+001, 3.5001295E+001
 2.4340285E-002, 3.5005968E+001, 3.5009464E+001, 3.5012709E+001, 3.5015309E+001, 3.5016686E+001, 3.5015847E+001, 3.5011964E+001, 3.5005489E+001, 3.4998478E+001, 3.4993298E+001, 3.4990949E+001, 3.4990963E+001, 3.4992391E+001, 3.4994392E+001, 3.4996399E+001, 3.4998113E+001
 2.4451428E-002, 3.5002661E+001, 3.5005549E+001, 3.5008864E+001, 3.5012592E+001, 3.5016259E+001, 3.5018581E+001, 3.5017876E+001, 3.5013268E+001, 3.5005834E+001, 3.4998291E+001, 3.4993100E+001, 3.4991018E+001, 3.4991378E+001, 3.4993077E+001, 3.4995210E+001, 3.4997226E+001
 2.4562571E-002, 3.4997855E+001, 3.4999854E+001, 3.5002825E+001, 3.5006923E+001, 3.5011778E+001, 3.5016305E+001, 3.5018822E+001, 3.5017755E+001, 3.5012886E+001, 3.5006027E+001, 3.4999926E+001, 3.4996283E+001, 3.4995133E+001, 3.4995661E+001, 3.4996990E+001, 3.4998473E+001
 2.4673714E-002, 3.4994412E+001, 3.4996059E+001, 3.4998859E+001, 3.5002796E+001, 3.5007475E+001, 3.5012248E+001, 3.5016147E+001, 3.5017875E+001, 3.5016437E+001, 3.5012211E+001, 3.5007061E+001, 3.5002886E+001, 3.5000455E+001, 3.4999601E+001, 3.4999763E+001, 3.5000352E+001
 2.4784857E-002, 3.4994436E+001, 3.4996859E+001, 3.5000242E+001, 3.5004106E+001, 3.5007810E+001, 3.5011009E+001, 3.5013633E+001, 3.5015397E+001, 3.5015555E+001, 3.5013547E+001, 3.5009908E+001, 3.5006003E+001, 3.5002976E+001, 3.5001261E+001, 3.5000676E+001, 3.5000735E+001
 2.4896000E-002, 3.4998345E+001, 3.5002789E+001, 3.5007830E+001, 3.5012381E+001, 3.5015336E+001, 3.5016230E+001, 3.5015474E+001, 3.5013911E+001, 3.5011976E+001, 3.5009391E+001, 3.5005942E+001, 3.5002221E+001, 3.4999232E+001, 3.4997606E+001, 3.4997307E+001, 3.4997834E+001
 2.5007143E-002, 3.5004897E+001, 3.5012276E+001, 3.5019997E+001, 3.5026394E+001, 3.5029743E+001, 3.5028949E+001, 3.5024159E+001, 3.5016845E+001, 3.5008978E+001, 3.5001835E+001, 3.4995754E+001, 3.4991010E+001, 3.4988160E+001, 3.4987493E+001, 3.4988688E+001, 3.4990947E+001
 2.5118285E-002, 3.5012099E+001, 3.5022792E+001, 3.5033895E+001, 3.5043276E+001, 3.5048514E+001, 3.5047506E+001, 3.5039454E+001, 3.5025694E+001, 3.5009448E+001, 3.4994241E+001, 3.4982307E+001, 3.4974566E+001, 3.4971235E+001, 3.4971895E+001, 3.4975488E+001, 3.4980568E+001
 2.5229428E-002, 3.5018466E+001, 3.5032459E+001, 3.5047299E+001, 3.5060469E+001, 3.5068789E+001, 3.5068991E+001, 3.5059008E+001, 3.5039479E+001, 3.5014286E+001, 3.4989124E+001, 3.4968888E+001, 3.4956117E+001, 3.4951175E+001, 3.4952912E+001, 3.4959256E+001, 3.4967800E+001
 2.5340571E-002, 3.5023976E+001, 3.5041267E+001, 3.5060088E+001, 3.5077468E+001, 3.5089357E+001, 3.5091330E+001, 3.5080139E+001, 3.5055664E+001, 3.5022035E+001, 3.4986610E+001, 3.4956911E+001, 3.4937643E+001, 3.4929910E+001, 3.4932111E+001, 3.4941131E+001, 3.4953414E+001
 2.5451714E-002, 3.5030268E+001, 3.5051315E+001, 3.5074600E+001, 3.5096438E+001, 3.5111689E+001, 3.5114800E+001, 3.5101677E+001, 3.5071861E+001, 3.5029842E+001, 3.4984269E+001, 3.4944803E+001, 3.4918288E+001, 3.4906955E+001, 3.4909115E+001, 3.4920750E+001, 3.4937066E+001
 2.5562857E-002, 3.5040012E+001, 3.5065996E+001, 3.5094737E+001, 3.5121423E+001, 3.5139473E+001, 3.5142131E+001, 3.5124774E+001, 3.5087245E+001, 3.5035043E+001, 3.4978319E+001, 3.4928536E+001, 3.4894340E+001, 3.4879111E+001, 3.4881273E+001, 3.4895998E+001, 3.4917152E+001
 2.5674000E-002, 3.5055812E+001, 3.5088565E+001, 3.5124288E+001, 3.5156562E+001, 3.5176941E+001, 3.5177202E+001, 3.5152288E+001, 3.5102882E+001, 3.5036412E+001, 3.4965408E+001, 3.4903445E+001, 3.4860772E+001, 3.4841698E+001, 3.4844623E+001, 3.4863765E+001, 3.4891396E+001
 2.5785143E-002, 3.5079217E+001, 3.5120861E+001, 3.5165372E+001, 3.5204295E+001, 3.5226893E+001, 3.5223071E+001, 3.5187137E+001, 3.5120851E+001, 3.5034404E+001, 3.4943965E+001, 3.4866270E+001, 3.4813494E+001, 3.4790638E+001, 3.4795652E+001, 3.4821326E+001, 3.4857863E+001
 2.5896285E-002, 3.5110386E+001, 3.5162858E+001, 3.5217841E+001, 3.5264519E+001, 3.5289500E+001, 3.5280390E+001, 3.5230515E+001, 3.5142667E+001, 3.5030291E+001, 3.4914387E+001, 3.4816312E+001, 3.4751034E+001, 3.4724235E+001, 3.4732866E+001, 3.4767577E+001, 3.4815855E+001
 2.6007428E-002, 3.5148544E+001, 3.5213296E+001, 3.5279965E+001, 3.5335133E+001, 3.5362467E+001, 3.5346991E+001, 3.5280858E+001, 3.5167812E+001, 3.5024690E+001, 3.4878034E+001, 3.4755117E+001, 3.4674812E+001, 3.4643736E+001, 3.4657382E+001, 3.4703528E+001, 3.4766263E+001
 2.6118571E-002, 3.5192966E+001, 3.5270980E+001, 3.5349959E+001, 3.5413594E+001, 3.5442358E+001, 3.5418720E+001, 3.5333974E+001, 3.5193083E+001, 3.5016249E+001, 3.4835615E+001, 3.4684986E+001, 3.4587973E+001, 3.4552495E+001, 3.4572343E+001, 3.4631883E+001, 3.4711265E+001
 2.6229714E-002, 3.5243826E+001, 3.5335910E+001, 3.5427343E+001, 3.5498424E+001, 3.5526181E+001, 3.5490927E+001, 3.5384173E+001, 3.5213054E+001, 3.5001245E+001, 3.4786000E+001, 3.4607311E+001, 3.4493652E+001, 3.4454428E+001, 3.4481672E+001, 3.4556109E+001, 3.4653661E+001
 2.6340857E-002, 3.5302303E+001, 3.5409416E+001, 3.5513127E+001, 3.5589595E+001, 3.5612134E+001, 3.5559688E+001, 3.5425793E+001, 3.5221493E+001, 3.4974449E+001, 3.4726249E+001, 3.4521864E+001, 3.4393840E+001, 3.4352807E+001, 3.4389032E+001, 3.4479630E+001, 3.4596280E+001
 2.6452000E-002, 3.5369739E+001, 3.5493022E+001, 3.5608514E+001, 3.5687346E+001, 3.5698960E+001, 3.5622040E+001, 3.5454391E+001, 3.5213190E+001, 3.4931029E+001, 3.4653095E+001, 3.4427627E+001, 3.4289644E+001, 3.4250196E+001, 3.4297631E+001, 3.4405619E+001, 3.4541802E+001
 2.6563143E-002, 3.5446210E+001, 3.5586564E+001, 3.5712709E+001, 3.5790011E+001, 3.5784217E+001, 3.5675154E+001, 3.5467108E+001, 3.5185447E+001, 3.4868738E+001, 3.4565280E+001, 3.4324819E+001, 3.4182840E+001, 3.4149528E+001, 3.4210933E+001, 3.4337429E+001, 3.4493009E+001
 2.6674285E-002, 3.5529277E+001, 3.5686589E+001, 3.5821099E+001, 3.5892150E+001, 3.5862564E+001, 3.5715058E+001, 3.5462186E+001, 3.5138622E+001, 3.4789407E+001, 3.4465611E+001, 3.4217066E+001, 3.4077778E+001, 3.4055590E+001, 3.4133681E+001, 3.4279245E+001, 3.4453165E+001
